I will intercede for they who are _____.,A raging libido.
I will make you fishers of ______.,A rainbow flag morale patch.
I will replace baseball as America's pastime with a sport that involves _________.,A rainbow lightsaber.
I will shout _________ down the halls of Congress.,A rape kit.
"I will stand on the deck of an aircraft carrier, under a banner that says ""_________"" and declare it a rousing success.",A rape whistle.
I will tackle America's obesity problem by promoting an hour of daily exercise with _________.,a rare parrot-teacher
I will vote for any politician that promises me an unlimited supply of ______.,a rat without a tail
I wish ______ didn't remind me of ______.,a raving lunatic
I wish Doc McStuffins could fix ______.,A re-enlistment promise that shrivels up and dies.
I wish I could give ______ to ______.,a reach-around in the dark
I wish I could unsee ______.,A real boob
I wish I hadn't lost the instruction manual for ______.,A Real Cock Jockey
I wish I hadn't lost the instruction manual for ___.,A real cum-dumpster of a saxophonist.
I wish I was good as making friends in real life as I was at ______.,A real job with insurance and your taxes taken out and everything.
I wish I was old enough to ______.,A real job with real responsibilities.
I wish I were ______.,A real sonofabitch.
I wish it were something simple--like peanuts or shellfish--but my doctor tells me I'm actually allergic to ______.,"A reality tv host saying, ""You are NOT the father."""
I wish my husband would give me ______.,A really bad Mexican soup opera.
I wish my mom would stop bragging about losing her virginity to ______.,A really bad yeast infection.
I wish my parents would let me watch that TV show about ______.,A really cool hat.
I wish pot were legal so I could ______ without fearing I would be arrested.,a really cool preteen
I wish someone would make ______ flavored ice cream.,A really fast baby.
I wished for ______ on my birthday last year,A really good dog.
I woke up in a cold sweat after an eerily realistic nightmare about _______.,A really long nipple hair.
I won the Mean Parent Award today with _______.,A really long shower
I wonder if ______ was as common in the Army Corps as it is in today's Air Force.,A really nice mural that we had there once.
I wonder if my landlord will accept ______ as payment.,A really solid shit
"I work my ass off all day for this family, and this is what I come home to? ______!?",A really solid tuck job.
I would be on board with Scientology if it weren't for ______.,A really stupid mustache.
I would be the Patron Saint of _____.,"A really, really good spanking."
I would build a wall around ________(s).,"A really, really mean boss."
I would consider it a miracle if my parents would only just ______.,A realy awful haircut
I would definitely give a homeless person some money if their sign said ______,a rear naked choke
I would do anything for love but I won't do ______.,A reason not to commit suicide.
"I would do anything for love, but I won't do ______.",A recall of hotdogs
I would eat my best friend's earlobe if he offered to ______ first.,A receding hair line.
I would give talks about ______ to youth groups.,A recently used toilt brush
I would learn Japanese specifically for ______.,a recreation of Anthony Weiner's Twitter pics
I would like ______ for Christmas.,A recruiting video starring Caitlyn Jenner queefing plastic army men from her crudely-assembled vagina.
"I would move heaven and earth, I would split the ocean, even ______ would not be able to stop me from being with you my love.",A rectal examination
"I would move heaven and earth, I would split the ocean, even ______ would not be able to stop me from being with you, my love.",A rectal thermometer.
"I would never admit this in public, but I've never experienced ______.",A recurring dream of guiding your Dad into your your Mum
I would pay for someone to explain ______.,A Red Light District
I would personally deliver a flaming bag of ______ to Bon Jovi's doorstep.,A red light.
"I would rather ______ than see Tom Brady win anything. When he does win, I think about ______.",A red sequined hospital gown
"I would rather have my ""O"" face resemble ______ than ______.",A redneck finding out the hard way The Wrangler isn't a jeans store.
I would suck off ______ to pay off my student loan.,a redneck titty bar
I would watch a four-hour movie about _________.,A regrettable tattoo.
"I wouldn’t say that ______ is a complete substitute for ______, but it's close enough for government work.",A regular garbageman with a creamy pair of tits.
"I wrote back ""new phone, who dis?"" when I got this message _______",A regular grandfather with a creamy dingus.
I'd be happy to sit with Joe Six Pack at the local bar and discuss _________.,A regular hipster with an extra dingus.
I'd do anything for love but I won't do ______.,A regular prince with an extra taint.
I'd have more money if I didn't waste it on ______.,A regular Rabbi with a chocolate-covered pair of nipples.
I'd like to ask for a moment of silence in honor of _______.,A regular Rabbi with a glistening scrotum.
I'd like to force the members of the Westboro Baptist Church to _______________ each other. Repeatedly.,a reissue of Battleship where you have to find the clitoris.
I'd love to celebrate hump day with ______.,A rejected marriage proposal.
I'd love to throw a dildo at the face of ______ on live TV.,A reluctant blow job
"I'd make a card with Star Trek references, but the _______________ at Paramount are lawsuit-happy.","A reluctant, eye-rolling apology."
I'd rather be ______ in Texas than ______ in California.,A remarkably convincing argument for slavery.
I'd rather be ______ than file my own taxes.,A remote control Japanese sex robot
I'd rather be ______.,A renegade cop with a talking car for a partner.
I'd rather deal with ______ than ______.,A rent boy.
I'd rather find my child ______ than playing Pokemon GO®.,A Republican.
I'd rather stick my dick in ______ than ______.,A reputation for playing by the book
I'd rather stick my dick in ______ then ______.,A research grant to find evidence that evidence-based research for policy makers is used by policy makers to make evidence-based policy
I'd sell my body for ______.,A resounding high five
I'll admit it. I'm turned on by ______.,A respectful discussion of race and gender on the Internet.
I'll get you off with a little help from ____.,A resting bitch face.
"I'll get you, my pretty, and ______ too!",a restraining order
I'll pleasure you using ____ if you pleasure me with ____.,A retired general making money off the same Air Force he failed.
I'll trade you the Skittles in my MRE in exchange for _________.,A retiree dragging his balls across the base gym's locker room.
I'll watch while you masturbate using (a/an) ____.,A retirement home orgy.
I'll work with Congress to get the _________ our children need.,A return without honor.
I'm a bad Catholic because of ______.,A reverse mermaid pathetically kicking around in a circle.
"I'm a bitch, I'm a lover, I'm a child, I'm ______.",A rich Franciscan.
"I'm a delivery boy now, but I dream of being a professional ______.",A riding crop
"I'm a dirty, dirty girl. Nothing gets me going like ______.",A rim job and a snowcone.
I'm a glass half full of _____ kind of person.,a riotous lad at Yale or Harvard
I'm a pretentious Catholic because of ______.,A Rite in the Rain® notebook filled with doodles and angsty teen poems.
I'm afraid the only way to exorcise this demon is by ______.,A rival dojo.
I'm afraid to talk to my kids about ______.,A River of Tears
I'm always fashionable with ______.,A roadside bomb.
I'm always mindfucked by ______.,A robe and wizard hat.
I'm an asshole parent because ______.,A robit who joins together with other robots to form one mega robot.
I'm an expert in _________. I invented it.,A robust mongoloid.
I'm announcing the war on _________!,a robustious periwig-pated fellow
I'm ashamed to admit that I have traded sexual favors for ______.,A rock hard erection
I'm bored reading ______'s weekly blog about ______.,A rogue HT welding berthing hatches shut.
"I'm Commander Shepard, and this is my favorite place for ______ on the Citadel.",a romantic candlelit enema
I'm constantly confusing _____ and _____.,A romantic evening of shrewdly negotiated love-making.
I'm constantly confusing ______ and ______.,A romantic spark
I'm definitely going to hell for ______.,A room full of my exes.
I'm dreaming of a white _________.,A room full of Polly Pockets that I have to clean
"I'm finally writing that book, it's titled ""Zen and the Art of ______.""",A room that smells like Fabreeze® and semen... but mostly semen.
"I'm finally writing that book, it's titles ""Zen and the Art of _____.""",A Roswell treatment gone very wrong.
I'm getting a degree in English. It's basically four years of ______.,A rotting pile of Veterans corpses in the basement of a VA hospital.
I'm getting to old for _____.,A rotting whale corpse.
I'm getting too old for ______.,A row of penises down your back like a stegasouras.
I'm glad one of us remembered. That could've been ______.,A rubber gimp mask
I'm going on a cleanse this week. Nothing but kale juice and ______.,A rude waitress.
I'm going to be late to work because a ____ got in my way.,A rug that really ties the room together.
"I'm going to bed now, so if you need ______, you'll have to ask your father.",A rugged individualist.
I'm going to bend your naked bottom over my knee and ____you!,A running track that's a dick's length too long.
I'm going to find your G-spot using ____.,A rush of oxytocin.
I'm going to name my band ______.,A Russian mail-order bride
I'm going to start listing ______ as a skill on my resume.,A Russian mail-order bride.
I'm gonna go build my own theme park! With ______! And ______!,A rustic barn that reeks of horse.
I'm good at connecting with people because I have ________.,A rusty fishhook
I'm having difficulty finding a college that will allow me to pursue a degree in ______.,A rusty trombone.
"I'm just a girl, standing in front of a boy, asking for ______.",A sabre-toothed tiger
"I'm just gonna stay in tonight. You know, Netflix and ______.",A sack full of grapes
"I'm Lebron James, and when I'm not slamming dunks, I love ______.",A sack full of hungry rats
I'm looking for a partner in crime.  The crime?  ______.,A sack of potatoes stuffed into a condom.
"I'm lucky you can't read my mind, because the only thing I'm thinking about right now is ______.",a sack of shit
I'm making a viral video to raise awareness of ______.,A sad astronaut with a creamy cock.
"I'm Miss Tennessee, and if I could make the world better by changing one thing, I would get rid of ______.",A sad boss with a weird dingus.
I'm never going to be rich and famous because I'm too busy ______.,A sad dominatrix
"I'm no doctor, but I'm pretty sure what you're suffering from is called ""______.""","A sad face emoji, a happy face emoji, and a poop emoji."
"I'm not a child anymore, Mom. I'm ______.",A sad fat dragon with no friends.
"I'm not a racist, but I love ______.",A sad god with a shit-covered pair of nipples.
I'm not ashamed of ______.,A sad handjob.
"I'm not easily excited, but ______ really makes me moist.",A sad hunk with an extra ballsack.
"I'm not going to lie. I despise ______. There, I said it.",A sad Jew at the Holocaust Museum.
"I'm not irresponsible. Just today, I started ______.",A sad mom with a glorius anus.
"I'm not proud to admit it, but I once used ______ to break up with an ex.",A sad nerd with a glorious vagina.
"I'm not sure what to get my mom for Mother's Day, but I'm getting your mom ______.",A sad novelist with history's greatest penis.
"I'm not usually one for eating contests, but when I found out it was for ______, I just couldn't help myself.",A sad panda.
I'm not worried about _________ it will take care of itself.,a sad pickleand peril
I'm only in these Buy and Sell pages for _______.,A sad sack.
I'm only in these Buy and Sell pages for ______.,A sad superhero with a sopping wet anus.
"I'm out of coffee, so the only thing keepig me alive right now is ______.",A sagging pair of lopsided dependa tits.
"I'm pretty open-minded when it comes to sex, but I draw the line at _______.",A Saint Bernard's Red Rocket.
"I'm pretty sure ""capacity building"" is just a euphemism for ______.",A salad for men that's made of metal.
"I'm pretty sure ""fundraising"" is just a euphemism for _________.",A sales team of clowns and pedophiles.
"I'm pretty sure I'm high right now, because I'm absolutely mesmerized by ______.","A saltwater wet down followed by a salty ""wet down."""
"I'm pretty sure I'm high right now, because I""m absolutely mesmerized by ______.",A salty food service specialist dribbling queef juice all over your meatloaf.
I'm putting _________ first.,A salty puddle of Camp Lejeune ball sweat.
I'm raising money on Kickstarter to fund _____.,A salty surprise.
I'm really struggling to get the sweet taste of ____ out of my mouth,A samurai sword
"I'm rubber and you're glue. Whatever bounces off of me, sticks to ______.",a sanctimonious asshole
I'm seeking legal representation after being arrested for ______.,A sandbox fight club
I'm selling a kidney to pay for _____.,A sandpaper condom.
I'm sick of being shamed for ______.,A sandwich with Cheetos in it!
I'm so damn sick of MREs! I would rather eat ______.,A sandy…sandy… vagina
I'm so glad that before my birth I ______.,A sangoma curse.
I'm so grateful for _________.,A sasquatch
"I'm so hungry, I could eat ______.",A sassy black woman.
"I'm so sorry everyone, but I just ___.",A sassy coloured woman.
I'm so stoned I want to ______.,A satin blindfold
I'm so tired of the bridesmaids complaining about ______.,A sausage betwixt the cheeks.
"I'm sorry Professor, but i couldn't complete the assignment because of ___.",A sausage fest
"I'm sorry Proffessor, but i couldn't complete the assignment because of ___.",A sausage festival.
"I'm sorry, but I don't hate people whose only concern is ______.",A saxophone solo.
"I'm sorry, Mrs. Chen, but there was nothing we could do. At 4:15 this morning, your son succumbed to ______.",A scabby tampon.
"I'm sorry, Professor, but I couldn't complete my homework because of ______.","a scalpel, a pair of forceps, and a bottle of chloroform"
"I'm sorry, Sir, but I couldn't complete my homework because of ______.",a scene from the Brady Bunch
"I'm sorry, sir, but we don't allow ______ at the country club.",A scented candle that smells like Sean Spicer in a bunny suit.
"I'm sorry, this table is reserved for _______.",A Schlong of Ice and Fire.
I'm starting a club for people who believe in _________.,A school bus full of dead kids.
"I'm straight, but ______ could turn me gay.",A school circle of Geiger Tigers.
I'm stressing more about ______ than I am about ______ right now. It should really be the opposite.,A School relationships.
I'm thankful to God for creating _____ that love the taste of _____.,A school solo with zero applause.
I'm the only one of my friends without ______.,A scientific study stating that too much sugar is good for you.
I'm thinking about getting a lower-back tattoo of ______.,A scoop of perfectly salted kumara fries
"I'm thinking of calling my memoir ""Life, the Universe, and ______"".",A scoop of tuna.
I'm too rich and famous for ______.,A screaming soccer dad.
I'm totally turned on when someone wears glasses and has ______.,A sea lion engaged in a knife fight with a regular seal.
I'm trying to reduce my appetite by ______.,A sea of puzzle pieces
"I'm usually a vegan, but I'll make an exception for ______.",A sea of troubles.
I'm worried the NSA will find ______ in my computer search history.,A SEAL platoon twerking to trap music.
I've always enjoyed ____ said ____,A Seaman filled with semen.
I've always imagined Santa's Sleigh was powered by _________ rather than reindeer.,A Seaman full of semen.
I've always wanted to ____ you.,A SECDET member forgetting his rifle in the galley.
I've been ______ like eight times already.,A second opinion on General Michael Flynn.
I've been afraid of clowns ever since I heard one say ______,A secret backchannel to Chuck and Nancy.
I've been keeping the rent price down in my neighbourhood by publicly ______.,A secret blend of eleven herbs and spices.
"I've been working three jobs, so the only thing I have energy for is ______.",A secret second family in Canada.
I've designed a spaceship powered by the energy released when you combine ______ and ______.,A secret stash of comic books
I've got ______ in low places.,A secret Valentine.
I've lost my ______.,A Secretary
I've never lost my faith in ______.,A section 8 tenant.
I've used ______ as an excuse to get out of sex.,A see-through wedding gown.
I’ll take the BBQ bacon burger with friend egg and fuck it how about ______.,A seedy sex cinema
"I’m Bobby Flay, and if you can’t stand ______, get out of the kitchen!",A selective memory
"I’m Bobby Flay, and if you can’t stand ______. get out of the kitchen!",a self-affirming mantra
I’m not like the rest of you. I’m too rich and busy for ______.,A self-driving car with an attitude problem.
"I’m sorry, sir, but your insurance plan doesn’t cover injuries caused by ______.",A self-immolating Buddhist.
I’ve always dreamt of ________.,A self-microwaving burrito.
"I’ve had a horrible vision, father. I saw mountains crumbling, stars falling from the sky. I saw ______.",A selfie
Ideal first date: ______.,a selfie stick
"If _____ ever becomes sentient, it's first act will be to kill ______.",A selfie stick.
"If _____ is wrong, I don't want to be right.",A selfie where you can see that you didn't clean up after last night's escapades.
"If ______ is wrong, I don't want to be right.",A semester in Rome.
"If ______ isn't supposed to go in the microwave, why does it fit?",A sensational sunrise
"If ______ was an Olympic sport, I'd win the gold medal.",A sense of resignation.
"If ______ was more popular, I would get laid all the time.",A sensible pantsuit.
If ______ were a sport I would be a star athlete.,A sensitive items inventory gone terribly wrong.
"If ______ were an Olympic sport, I'd take home the gold.",A Septic Tank Swimming Pool
"If ""Insert Name's"" genitals could talk, they would ask for more ______.",A sequel to The Diary of Anne Frank
"If ""Insert Name's"" life were turned into a musical it would be called the Sound of ______.",A seriious addiction to Andersons ice cream.
"If ""Insert Name"" could change one thing in the world, he/she would change how we think of ______.",A serious mental disability.
"If ""Insert Name"" was president, the first thing he/she would do is ban all ______.",A Seth MacFarlane gag lasting for 17 minutes.
"If a creepy guy won't leave me alone at a bar, I just start talking about ______ until he leaves. Works every time.",A severe beating with the ugly stick.
"If Admiral Zumwalt was resurrected from the dead using gnarly pirate sorcery, he would cringe at the sight of ______ in today's Navy.",A severed finger
"If animals could talk, they'd tell you how they REALLY feel about _______.",A severed finger in the wedding cake.
If at first you don't scceeed ______.,a severed head on a train platform
If at first you don't succeed try ____,A sex change operation gone horribly wrong.
"If at first you don't succeed, try, try, try ______.",A sex comet from Neptune that plunges the Earth into eternal sexiness.
"If at first you don’t succeed, try ______.",A sex doll that just wants to be friends.
"If Bigfoot came to your house, what would you feed him for dinner?",A sex doll the size and shape of a 7-year-old
"If Captain America transferred to the Air Force, his indestructable shield would be replaced with ______, and his new catchphrase would be ""______!""",a Sex Ed textbook made from stapled-together Pornhub printouts
"If Captain Planet™ battles against ecoterrorism, then what does Lieutenant Planet fight?",A sex goblin with a carnival penis.
"If chiefs are the backbone, what is the rectum of the Navy?",A sex machine
"If counting sheep doesn't work, sometimes I'll try ______.",A sex party
"If Donald ever did date his daughter, Ivanka, how would they spend their first date?",A sex scene written by Dr. Seuss.
"If General LeMay were alive he'd bust through that door, put an end to all this ______, and then bring back ______!",A Sex Shop
"If God didn't want us to enjoy ______, he wouldn't have given us ______.",A Sex Swing
"If God offered me the afterlife of my choice, I would wrap myself in razor wire and ______.",A Sex Swing (DUPE)
"If he was alive today, Fleet Admiral Chester W. Nimitz would be most proud of ______, but also disappointed in ______.",A sex tape involving your grandparents
"If he were elected president, what would Bernie Sanders bring to the White House?",A sex-toy or a dog-toy.
"If Hillary Clinton can't satisfy her husband, what makes her think she can satisfy _________.",A sexless marriage
"If I could get rid of one thing from the world, it would be _________.","A sexual assault charge for using the term ""Sweet-as"" around an American"
"If I could make up my own subject at school, it would definitely be _________.",a sexual payoff
"If I could study anything for a year, it would be ________.",A sexually active Toyota Prius.
"If I could take one thing with me to the afterlife, it would be _____.",A sexually active zombie
"If I could take something to a dessert island, I'd take ______.",A sexually aggressive koala.
"If I could travel back in time to RTC Great Lakes, I would surely warn my past self about _______.",A sexually aroused dyslexic who spreads peanut butter on his dog's balls.
"If I die tomorrow, I will miss ______ the most.",A sexually frustrated stuffed animal.
"If I ever met Dracula, I would give him _________.",a sexually suggestive manner
If I ever met the Queen I would tell her about ________ and ________.,A sexually suggestive S.P.O.R.T.S. demonstration.
"If I found a job that paid a living wage, I'd quit ______.",A sexually transmitted disease
"If I get wasted, you can sober me up with ________.",A sexy chastity speaker.
"If I had a super power, it would be ______.",A sexy coroner
If I had just one wish it would be for ______.,A sexy dog with a sopping wet cock.
"If I had my way, everybody would be required to learn about ______ before graduating the 8th grade.",A sexy dragon with a spectacular ballsack.
"if i had one thing to do before i died, it would be _______",A sexy farmer with a creamy penis.
"if I had to guess, my last words will probably be ______",A sexy fertility doctor
If I have to see ______ again I'm gonna go crazy.,A sexy guy with an epic penis.
"If I hear _______________ one more time, I'm going to punch a baby.",A sexy husband with a surprisingly large dong.
"If I opened my own brewery in Buffalo, I would call it ______.",A sexy milkman with a perfectly-formed erection.
"If I played in the NRL, I’d have a sex video with _____.",A Sexy Mud Fight
If I saw Justin Beiber in the streets I would ______.,A sexy naked interactive theater thing.
"If I spent less time ______, I'd feel more like an adult.",A sexy tractor.  Vast fields of literally nothing.
"If I started an order, it would focus on ______.",A sexy uterus.
"If I was a ice cream flavor, I would be ______.",A Shake Weight.
"If I were a mad scientist, I'd try to combine ______ and ______.",a shaken jelly
"If I were a stripper, my name would be ______.",A shallow grave.
if i were a super hero my power would be ________,A Shamrock Shake
If I were a superhero my super power would be ______.,A shark riding an eagle.
"If I were a superhero, I would be Super ______.",A shark!
If I were in hell I would probably have to _______ for all eternity.,A sharp surprise
"If I were president, I would bomb the shit out of _________.",a shart that I got away with
"If I were you, I would ______ before I do anything else.",A shaved cat.
If I won the lottery the first thing I would buy is _______.,A shaved pussy
"If I won the lottery, first I'd buy ______.",A shaved scrotum
"If I'm not ______ by the time I'm 45, shoot me.",A shiny penny
If Iran builds nuclear weapons I will unleash _________.,A shiny rock that proves I love you.
"If it doesn't work out, we can always get oil from _________.",a ship-load of precious sperm
"If it hadn't been for ___, I would definitely have gotten away with it, too.",A Shirley Temple made from the remains of the actual Shirley Temple.
"If it wasn’t for _____ and a little bit of luck, I’d still be a virgin.",a shirt that hides my man boobs
"If it wasn’t for ______, deployment wouldn't be so bad!",A shirtless Channing Tatum poster.
"If it were up to my, my homework assignment would be _________.",A shit at work that's so foul if becomes water cooler talk.
"If it weren't for ______, I wouldn't have spent that year in college.",a shit eating grin
"If it weren't for ______, my mind would have nowhere to go.",A shit of a thousand wipes.
"If it weren't for Google, I wouldn't have a clue how to ______.",A shit of biblical proportions.
If it weren't for modern medicine I would have died of ______ a long time ago.,a shit stain
"If it weren't for my student loans, I could be ______.",A shit-hot flight line cop.
"If it weren't for your gumboots, where would you be? You'd be in ______",a shit-smeared g-string
"If Jesus hadn't died for our sins, His back-up plan might have been ______.",A shit-ton of booze from the Class VI store.
"If laughter is the best medicine, the second best is ______.",A shit-ton of glitter.
"If linguists were ever considered ""The Tip of the Spear"" then what would be the shaft?",A shitty FICO score.
"if Michelle Obama runs for president in 2020, her slogan will be ______",A shocking amount of Lurpak
"If Mike Pence could dream, he would dream about ______.",A shockingly flatulent bobcat.
"If music be the food of ______, play on.",A shockingly realistic reenactment of the Games of Thrones.
"If my deployment was made into a hardcore snuff film, it would be full of ______ and ______.","A shoehorn, the kind with teeth."
"If my deployment was made into a porno, it would be full of ______ and _______.",A shop chief who you wouldn't mind violently murdering.
"If my partner ever dressed up like ______, I wouldn't be able to keep my hands off them.",a short bald man
"If my relationship doesn't involve ____, then I don't want it.",A short penance.
if my vibrator could talk she'd probably say ______,"A short, ruthless brawl between the Oompa Loompas and the Lollipop Guild."
"If NCOs are the backbone, what is the rectum of the Army?",A shortage of fighter pilots.
"If not with my tongue, then with what? ____.",A shot of bourbon and an ice-cold bottle of Ale-8 One.
"If not with your finger, then with what? ____.",A shot of whiskey and a Lone Star beer.
"If people wouldn't be so quick to judge, I would give ______ to the person on my left in a heartbeat.",A shotgun blast to the dick.
"If public speaking makes you nervous, try imagining that the audience is ______.",A shotgun wedding.
"If Snipes really ran the Navy, every ship would be a nonstop cluster fuck of ______, ______, and ______.",A shotgun weding
"If the Arabian Gulf had a mascot, it would be ______.",a shower poop
"If the eyes are the windows to the soul, then why are mine filled with ______?",a shrewd thrust at your belly
"If the kids ever find out about ______, we're so screwed.",A shrieking biological alarm clock.
"If the stars align, this will be a good month for ______.","a shrill, high-pitched voice."
"If the walls in Michael Jackson's bedroom could talk, they would tell stories of ______.",a shutoff switch
"If there's a separate Heaven for command sergeants major of the Oregon National Guard, it is certainly full of ______ and neatly trimmed grass.",A sick burnout.
"If there's one thing I know about, it's ______.",A sick wombat.
"If there's one thing life's taught me, it's never stick your dick in ______.",A sickening dull thud.
"If there's one thing you'll never miss about being single, it's ________.",A sickly child-king.
"If there's something strange in your neighborhood, who you gonna call?",a side boob shot
"If this were my last night on earth, I'd want to spend it with ______.",A sideshow freak
"If Trump were God, what would Heaven's border wall be made out of?",A sign language interpreter at a Trump rally just wildly swinging middle fingers.
"If we could eat ______, we could end world hunger.","a sign, with--""no suicides permitted here"""
If we don't protect _________ American families will suffer.,A silent orgasm.
"If we got rid of slavery, why can't we get rid of ______?",A silent retreat.
If we have that wrestler join us in bed ____ is sure to go down.,A silly old sea captain who's just full of stories.
"If you ______, they will come.",A silver bullet
"If You Ain't Ammo, You Ain't ______!",a simple farm boy from Indiana
"If you build ______, they will come.",A simultaneous nightmare and wet dream starring Sigourney Weaver.
"If you can't be with the one you love, love ______.",A Single mum with a 1.5L Nitro
"If you can't get rich dealing with _________, there's something wrong with you.",a single piece of shit
"If you can't handle ______, then this job just isn't for you.","A single, shiny Bitcoin."
"If you can't handle ______, you'd better stay away from ______.",A sink full of pee.
"If you can't love yourself, how the hell you gonna love ______?",A sinking boat full of brown people
"If you can't see the water, you're not in togs, you're deep in ______.",A sinking Rainbow Warrior
"If you could pick one thing to take to sleep-away camp, what would it be?",A sippy cup full of curdled milk
"If you decide to ride a polar bear, you should first ______.",A sippy cup full of tequila
If you don't laugh at ______ it's just sad.,A sippy cup.
"If you don't stop ______, I'll turn this car around!",A six month vacation to the Third World.
"If you don't try ______, how do we know you're not a cop?",A six pack
"If you don't want to get pregnant, use ______ as a new form of protection.",A six-month old bag of Halloween candy
"if you don`t want anyone to find out, try _______",A six-month-old bag of Halloween candy
"If you drink then hook up with ______, you're a bloody legend",A six-point plan to stop the boats.
"If you enjoy ______, it's because you are weak, your bloodline is weak, and you will not survive the winter.",A size queen.
"If you forgot your lunch money, how would you pay for lunch?",A skankosaurus.
"If you get cold feet the night before your wedding, try ________.",A skein of yarn knitting with a ball of people.
"If you get toys from a Happy Meal, what would you get from a Sad Meal?",A sketch landing.
"If you give me everything in your crisper drawer, I will ______.",a skin tightening facial
"If you had to describe the Card Czar, using only one of the cards in your hand, which one would it be?",A skirt too short
"If you had to pay me for sex, what would you do first? ____.",A slab of VB and a pack of durries.
"If you hold a Corfam shoe to your ear, you can hear the sound of ______.",A slack-jawed yokel.
If you let my daughter go now that'll be the end of it. I will not look for you. I will not pursue you. But if you don't. I will look for you.,A slave
"IF you like ______, YOU MIGHT BE A REDNECK.",A sleazy peep show
"If you like it, then you should put _________ on it.",A sleazy recruiter driving an '85 panel van packed with teenage girls and several cases of Four Loko.
If you liked it you should have put ______ on it.,A sleep over with a bus full of convicted pedophiles.
"If you miss the last boat back to the mainland from Toronto Island, prepare for a long night of ______","A slender, pasty vampire that sparkles in the sun named Edward."
"If you need a break from the pressures of parenthood, try _______.",a slew of meaningless one-night stands
"If you need him to, Remy Danton can pull some strings and get you ______, but it'll cost you.",A slightly mummified moa foot
If you rub a unicorn horn you will receive ______.,A slightly ripe corpse
"If you say ""Bloody Mary"" three times in a row, the ghost of Bob Marley will ______.",A slightly salty toad in the hole.
"If you sign up for our Platinum Membership, you'll get _____, absolutely free!",A slightly shittier parallel universe.
"If you smoke too much pot, you are likely to _______.",a slightly used tampon
"If you think ______ is sexy now, wait until you see what they do with ______.",A slimy fucking walrus-looking piece of shit.
"If you think your life is hard, I was just ______.",A slip of the tongue
"If you thought American Pie was bad, you should have seen what I did with _______.",A Slip'N Slide® made of sandpaper.
"If you thought veggie omelet was bad, just wait until you try the newest MRE flavor. It tastes like ______!",A slow painful death.
"If you wanna be my lover, you gotta get with ______.","A slow, depressingly sad hand job."
"If you want a picture of the future, imagine a boot stamping on ______--forever.",A slowly encroaching circle of wolves.
"If you want someone to leave you alone, just tell them about ______.",A slutty drunk Auntie
"If you want to marry ______, think about planning a proposal built around ______.",A slutty one night stand
"If you were the Grand Mufti of Saudia Arabia, who or what would you issue a fatwa against?",a slutty outfit
"If you wish upon a star, you are likely to then ______.",A slutty training bra
"If you're going to play in Texas, you gotta have ______ in the band.",A sly root in the disabled toilets…
"If you're not supposed to eat _____, why does it taste so good?",A small bottle of bourbon.
If you've got ______ flaunt it.,A small boy raping a priest.
"If your LCPO was captured by ISIS, they would torture him until he divulged info about ______.",A small child's eery laughter.
Ill-advised Halloween costume concept:,A small country house with enough land to bury the evidence.
Imagine our shock when we walked in on our son live streaming _____ to the world.  He is SO grounded.,a small grey-coated gnat
Imagine the surprise when future generations open the time capsule and find _______!,A small loan of a million dollars.
Imagine what the world would be without ______.,A small mound of racist bones that have been surgically removed from Trump's body.
"In ""Insert Name's"" memoirs he/she is going to reveal the biggest secret about ______.",A small price to pay for half off the catering.
"In 1,000 years, when paper money is a distant memory, how will we pay for goods and services?",A smaller-than-average putter.
"In 1,000 years, when paper money is but a distant memory, ___ will be our new currency.","A smaller, blacker vagina."
"In 1,000 years, when paper money is but a distant memory, ______ will be our currency.","A smaller, whiter vagina."
"In 1973, Trump sued the government to protect his right to not rent apartements to ______.",A Smart Car pacekd with five Marines and a case of Natty Light.
"In 2007, Trump started selling premium boxed meat. Customers said it tasted like ______.",A smartphone in the toilet
"In 2019, Donald Trump eliminated our national parks to make room for ______.",A smelly colleagues body odour
In 2020 Donald Trump will finally declare war on __________.,A smelly dump
"In a 1000 years, when paper money is all but extinct, our new currency will be ___.",A smile or just a nod.
"In a committed adult relationship, ____________ goes a long way.","A smiling black man, a latina businesswoman, a cool Asian, and some whites."
In a fight to the death against ______ I would use ______.,A smiling bro with a glistening cock.
"In a groundbreaking experiment, ______ has given birth to ______.",A smiling farmer with the world's biggest pussy.
"In a marriage, whatever the question is, the answer is always __________.",A smiling prince with a sopping wet dingus.
"In a move that has Hollywood insiders baffled, the producers of American Idol have decided to replace host Ryan Seacrest with ______.",A smiling Rabbi with a weird ballsack.
"In a new novel by Nicholas Sparks, a young girl tragically falls in love with ______.",A smiling school teacher with history's greatest twat.
"In a pinch, ______ can be a suitable substitute for ______.",A smirking famale Ranger.
"in a public restroom, someone in the stall next to you grunts ______",A smooth-talking WWII Vet scoring some sweet nursing home trim.
In a riveting speech Ghandi convinced his followers of the virtues of ______.,A snapping turtle biting the tip of your penis.
"In a riveting speech, Gandhi convinced his followers of the virtues of ______.",A snart (sneezing and farting at the same time)
"In a shocking new report, 80% of people under 40 now believe in ______.",A sneaky finger fuck in the cinema
"In a shocking turn of events, AR 670-1 now authorizes Soldiers to wear ______ while on duty.",A sneaky little devil
"In a threesome, I can always be counted on for ________.",A sneaky poke and sniff
"In a world corrupted by ___, our only solace is ___.",A Snocksucker.
In a world ravaged by ______ our only solace is ______.,A snotklap
